# 日期  开始时间    结束时间    事件类别    事件描述
# 结束时间若不以数字开头，则该条目忽略
# 字段值之间用【Tab符号】分开
2022-02-12	09:08	10:00	学习	测试1
2022-02-12	10:30	11:20	健身	测试3
2022-02-12	15:08	16:00	娱乐	测试3
2022-02-12	17:08	18:00	其它	测试4
2022-02-13	11:08	13:29	其它	开发timeRecorder程序
2022-02-13	14:36	15:30	其它	核酸检测
2022-02-13	15:40	16:33	娱乐	无
2022-02-13	16:46	17:35	学习	《宏观经济学》第33章笔记整理
2022-02-13	17:36	18:26	健身	跑步5km
2022-02-13	21:15	22:10	其它	照片后期-深圳湾大桥
2022-02-13	22:11	xxx	娱乐	Youtube
